snapshot,PV Power,Wind Power,Grid Power,EV Load,Battery SOC,Battery Charger
2024-04-01 17:00:00,68.0364583333333,9.799999999999992,368.2688048245614,446.0,100.0,0.10526315789473087
2024-04-01 18:00:00,3.18229166666665,7.666666666666656,86.25630482456143,97.0,100.0,0.10526315789473087
2024-04-01 19:00:00,-0.0,4.26666666666666,227.7385964912281,231.9,100.0,0.10526315789473087
2024-04-01 20:00:00,-0.0,2.4,192.00526315789475,194.3,100.0,0.10526315789473087
2024-04-01 21:00:00,-0.0,9.199999999999992,448.60526315789474,457.7,100.0,0.10526315789473087
2024-04-01 22:00:00,-0.0,8.099999999999987,612.7052631578947,620.7,100.0,0.10526315789473087
2024-04-01 23:00:00,-0.0,7.066666666666668,283.3385964912281,290.3,100.0,0.10526315789473087
2024-04-02 00:00:00,-0.0,5.333333333333328,600.2719298245613,605.5,100.0,0.10526315789473087
2024-04-02 01:00:00,-0.0,4.666666666666656,377.8385964912281,382.4,100.0,0.10526315789473087
2024-04-02 02:00:00,-0.0,4.333333333333332,214.2719298245614,218.5,100.0,0.10526315789473087
2024-04-02 03:00:00,-0.0,5.066666666666665,141.3385964912281,146.3,100.0,0.10526315789473087
2024-04-02 04:00:00,-0.0,3.0,288.90526315789475,291.8,100.0,0.10526315789473087
2024-04-02 05:00:00,-0.0,2.733333333333324,198.17192982456143,200.8,100.0,0.10526315789473087
2024-04-02 06:00:00,2.0113287767809003,4.533333333333324,107.2606010477805,113.7,100.0,0.10526315789473087
2024-04-02 07:00:00,36.0705948093285,3.06666666666666,45.76800168189956,84.8,100.0,0.10526315789473087
2024-04-02 08:00:00,127.21762908829581,5.733333333333324,-0.0,55.4,173.57341430054765,77.55096242162912
2024-04-02 09:00:00,290.23640579647486,2.9333333333333282,-0.0,100.6,356.3410930595649,192.5697391298082
2024-04-02 10:00:00,270.79499792999434,-0.0,-0.0,119.2,500.0,151.59499792999435
2024-04-02 11:00:00,420.58156331380206,3.799999999999992,-0.0,561.2,369.5224851481119,-136.818436686198
2024-04-02 12:00:00,414.57164499494763,0.266666666666664,-0.0,459.7,326.5343587414974,-44.86168833838569
2024-04-02 13:00:00,407.08333333333337,0.06666666666666,-0.0,479.6,257.3803243827559,-72.44999999999999
2024-04-02 14:00:00,379.7743055555556,-0.0,-0.0,520.2,123.71853433615087,-140.42569444444445
2024-04-02 15:00:00,326.09375,0.866666666666664,42.30293512089679,394.1,100.0,-24.836648212436547
2024-04-02 16:00:00,238.45833333333334,0.866666666666664,260.8802631578948,500.1,100.0,0.10526315789473087
2024-04-02 17:00:00,122.0451388888889,-0.0,119.46012426900585,241.4,100.0,0.10526315789473087
2024-04-02 18:00:00,14.04166666666665,-0.0,183.9635964912281,197.9,100.0,0.10526315789473087
2024-04-02 19:00:00,-0.0,-0.0,241.00526315789475,240.9,100.0,0.10526315789473087
2024-04-02 20:00:00,-0.0,-0.0,195.20526315789473,195.1,100.0,0.10526315789473087
2024-04-02 21:00:00,-0.0,-0.0,175.40526315789475,175.3,100.0,0.10526315789473087
2024-04-02 22:00:00,-0.0,-0.0,716.9052631578946,716.8,100.0,0.10526315789473087
2024-04-02 23:00:00,-0.0,-0.0,305.20526315789476,305.1,100.0,0.10526315789473087
2024-04-03 00:00:00,-0.0,-0.0,743.0052631578947,742.9,100.0,0.10526315789473087
2024-04-03 01:00:00,-0.0,-0.0,308.20526315789476,308.1,100.0,0.10526315789473087
2024-04-03 02:00:00,-0.0,-0.0,203.40526315789475,203.3,100.0,0.10526315789473087
2024-04-03 03:00:00,-0.0,-0.0,289.80526315789473,289.7,100.0,0.10526315789473087
2024-04-03 04:00:00,-0.0,-0.0,123.80526315789473,123.7,100.0,0.10526315789473087
2024-04-03 05:00:00,-0.0,-0.0,173.30526315789473,173.2,100.0,0.10526315789473087
2024-04-03 06:00:00,0.48740903070815,1.733333333333328,100.48452079385324,102.6,100.0,0.10526315789473087
